"","First.Name","Last.Name","Age","Rank","Classification","Date.of.Incident","Date.of.Death","Cause.Of.Death","Nature.Of.Death","Duty","Activity","Emergency","Property.Type","Year"
"1497","Thomas","Araguz III",30,"Captain","Volunteer","Jul 3, 2010","Jul 3, 2010","Trapped","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Industrial","2010"
"1498","Charles ","Flintom",61,"Engineer","Career","Jul 1, 2010","Jul 4, 2010","Fall","Trauma","On-Duty","In-Station Duties","No","Store/Office","2010"
"1499","Douglas","Smith",50,"Firefighter - Chief Driver","Volunteer","Jul 9, 2010","Jul 9, 2010","Stress/Overexertion","Heart Attack","Response","Other","Yes","Residential","2010"
"1500","Charles","Hornberger",60,"Engineer","Volunteer","Jun 30, 2010","Jul 12, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2010"
"1501","Richard","Springman",20,"Firefighter","Volunteer","Jul 14, 2010","Jul 14, 2010","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2010"
"1502","Steven","Velasquez",40,"Lieutenant","Career","Jul 24, 2010","Jul 24, 2010","Trapped","Suffocation","On-Scene Fire","Unknown","Yes","Residential"," 2010"
"1503","Michel","Baik",49,"Firefighter","Career","Jul 24, 2010","Jul 24, 2010","Trapped","Suffocation","On-Scene Fire","Unknown","Yes","Residential"," 2010"
"1504","David","Sullivan",70,"Firefighter","Volunteer","Jul 24, 2010","Jul 25, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2010"
"1505","William","Altice",67,"Firefighter","Volunteer","Jul 26, 2010","Jul 26, 2010","Vehicle Collision","Trauma","Response","Vehicle Passenger","Yes","Residential"," 2010"
"1506","Posey","Dillon",59,"Fire Chief","Volunteer","Jul 26, 2010","Jul 26, 2010","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Storage"," 2010"
"1507","Steven","Costello",46,"Fire Lieutenant","Career","Jul 23, 2010","Jul 30, 2010","Stress/Overexertion","Heart Attack","Training","In-Station Duties","No","Store/Office"," 2010"
"1508","Steven","Hester",40,"Captain","Career","Aug 1, 2010","Aug 1, 2010","Stress/Overexertion","Heart Attack","On-Duty","Not on Scene","No","","2010"
"1509","Christopher","Adams",25,"Forest Ranger 1","Wildland Full-Time","Aug 2, 2010","Aug 2, 2010","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Street/Road","2010"
"1510","Christopher","Wheatley",31,"Firefighter/Paramedic","Career","Aug 9, 2010","Aug 9, 2010","Fall","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2010"
"1511","Jonathan","Littleton",40,"Captain","Volunteer","Aug 19, 2010","Aug 20, 2010","Stress/Overexertion","Heart Attack","Training","Other","No","Store/Office"," 2010"
"1512","Douglas","Farrington",44,"Firefighter","Volunteer","Aug 22, 2010","Aug 23, 2010","Stress/Overexertion","Heart Attack","On-Duty","Standby","No","Storage"," 2010"
"1513","Larry","Suiter",66,"Fire Chief","Volunteer","Sep 3, 2010","Sep 4, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Storage","2010"
"1514","John","Kelly",51,"Chief Driver","Volunteer","Sep 6, 2010","Sep 6, 2010","Trapped","Suffocation","On-Scene Emergency","Search and Rescue","Yes","Street/Road","2010"
"1515","Terrell","Nielsen",NA,"Firefighter","Volunteer","Jun 22, 2010","Sep 9, 2010","Other","Other","Training","Other","No","Store/Office","2010"
"1516","James","Owen",56,"Firefighter/Paramedic","Career","Sep 16, 2010","Sep 16, 2010","Smoke","Heart Attack","Training","Other","No","Institutional"," 2010"
"1517","Mark","Johnson",55,"Deputy Fire Chief","Career","Sep 20, 2010","Sep 20, 2010","Stress/Overexertion","Heart Attack","Training","Other","No","Store/Office"," 2010"
"1518","Ryan","Seitz",26,"Firefighter","Volunteer","Sep 24, 2010","Sep 24, 2010","Impact","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2010"
"1519","William","Clark",54,"Vice President","Volunteer","Sep 24, 2010","Sep 24, 2010","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2010"
"1520","Ronald","Stephan",61,"Firefighter","Volunteer","Sep 24, 2010","Sep 25, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Outdoor Property"," 2010"
"1521","Edward","Mosley",65,"Firefighter","Volunteer","Sep 14, 2010","Sep 26, 2010","Fall","Trauma","On-Duty","In-Station Duties","No","Industrial"," 2010"
"1522","Robert","Hall",57,"Firefighter","Volunteer","Sep 27, 2010","Sep 27, 2010","Stress/Overexertion","Stroke","On-Duty","Other","No","Store/Office"," 2010"
"1523","Thomas","Innes",61,"Assistant Fire Chief","Volunteer","Oct 2, 2010","Oct 3, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential","2010"
"1524","James","Saunders",52,"Firefighter","Career","Oct 3, 2010","Oct 7, 2010","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2010"
"1525","William","Akin, Jr.",52,"Fire Police Captain","Volunteer","Oct 19, 2010","Oct 19, 2010","Stress/Overexertion","Heart Attack","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2010"
"1526","Daniel","Wilson",58,"Firefighter","Volunteer","Oct 19, 2010","Oct 23, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2010"
"1527","Randall","Davenport",37,"Firefighter","Career","Oct 24, 2010","Oct 24, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2010"
"1528","Bruce","Bachinsky",47,"Lieutenant","Career","Oct 26, 2010","Oct 26, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2010"
"1529","Kevin","Quinn",52,"Lieutenant","Career","Oct 30, 2010","Oct 30, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2010"
"1530","Gary","Cummins",62,"Firefighter","Volunteer","Oct 31, 2010","Oct 31, 2010","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Residential"," 2010"
"1531","Richard","Drake, II",39,"Lieutenant","Volunteer","Nov 1, 2010","Nov 1, 2010","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","Yes","Store/Office","2010"
"1532","Leonard","Murray, Jr.",53,"Fire Captain","Volunteer","Nov 5, 2010","Nov 5, 2010","Impact","Trauma","On-Duty","In-Station Duties","No","N/A","2010"
"1533","James","Gumbert",63,"Firefighter","Volunteer","Nov 10, 2010","Nov 10, 2010","Stress/Overexertion","Heart Attack","Response","Other","Yes","Residential"," 2010"
"1534","Chance","Zobel",23,"Firefighter","Career","Nov 13, 2010","Nov 13, 2010","Impact","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Street/Road"," 2010"
"1535","Worne","Hall",86,"Fire Police Captain","Volunteer","Nov 19, 2010","Nov 19, 2010","Stress/Overexertion","Heart Attack","On-Scene Emergency","Incident Command","Yes","Outdoor Property"," 2010"
"1536","Fernando","Sanchez",25,"Inmate Firefighter","Wildland Part-Time","Nov 23, 2010","Nov 23, 2010","Vehicle Collision","Trauma","On-Duty","Vehicle Passenger","Yes","Street/Road"," 2010"
"1537","Kenneth","Marshall, Jr.",33,"Firefighter","Part-Time (Paid)","Nov 25, 2010","Nov 25, 2010","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Residential"," 2010"
"1538","Gary","Valentino",41,"Firefighter","Career","Nov 26, 2010","Nov 26, 2010","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2010"
"1539","Dillon","Denton",64,"Lieutenant","Volunteer","Dec 6, 2010","Dec 7, 2010","Stress/Overexertion","Stroke","Training","Other","No","Street/Road","2010"
"1540","Jimmy","Tuberville",64,"Fire Chief","Volunteer","Dec 13, 2010","Dec 13, 2010","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2010"
"1541","Chad","Null",33,"Firefighter/Paramedic","Career","Dec 16, 2010","Dec 16, 2010","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","N/A"," 2010"
"1542","Edward","Stringer, Sr.",47,"Firefighter","Career","Dec 22, 2010","Dec 22, 2010","Collapse","Trauma","On-Scene Fire","Ventilation","Yes","Store/Office"," 2010"
"1543","Corey","Ankum",34,"Firefighter","Career","Dec 22, 2010","Dec 22, 2010","Collapse","Trauma","On-Scene Fire","Unknown","Yes","Store/Office"," 2010"
"1544","Kenneth","Adamo",48,"Captain","Volunteer","Dec 28, 2010","Dec 28, 2010","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2010"
"1545","Thomas","Hardy",68,"Fire Chief","Volunteer","Dec 24, 2010","Dec 31, 2010","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","Yes","Store/Office"," 2010"
"1546","David","Remington, Sr.",58,"Driver/Operator","Volunteer","Jan 3, 2011","Jan 3, 2011","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road","2011"
"1547","Richard","Paul",54,"Fire Apparatus Operator","Career","Jan 7, 2011","Jan 7, 2011","Stress/Overexertion","Heart Attack","On-Duty","Fitness Activity","No","Store/Office","2011"
"1548","Francis ","Ladue, Jr.",63,"Firefighter","Volunteer","Nov 8, 2010","Jan 9, 2011","Fall","Trauma","On-Scene Fire","Pump Operations","Yes","Outdoor Property","2011"
"1549","William","Hopman",53,"Captain","Volunteer","Jan 10, 2011","Jan 11, 2011","Stress/Overexertion","Heart Attack","On-Duty","Advance Hose Lines/Fire Attack","No","Residential"," 2011"
"1550","Jarrett","Eleam",26,"Lieutenant","Volunteer","Jan 10, 2011","Jan 12, 2011","Stress/Overexertion","Stroke","Training","Other","No","Store/Office"," 2011"
"1551","Jimmie","Niles",59,"Captain","Volunteer","Jan 13, 2011","Jan 13, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Pump Operations","Yes","Residential"," 2011"
"1552","Patrick","Hannon",51,"Lieutentant","Career","Jan 15, 2011","Jan 15, 2011","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2011"
"1553","Harold","Frey",46,"Firefighter/Paramedic","Volunteer","Jan 16, 2011","Jan 16, 2011","Stress/Overexertion","Heart Attack","Training","Other","No","Outdoor Property"," 2011"
"1554","Mark","Falkenhan",43,"Firefighter/Paramedic","Volunteer","Jan 19, 2011","Jan 19, 2011","Trapped","Burns","On-Scene Fire","Search and Rescue","Yes","Residential"," 2011"
"1555","Leslie","Clark",80,"Captain","Volunteer","Jan 20, 2011","Jan 20, 2011","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Residential"," 2011"
"1556","David","Eason",38,"Firefighter Recruit","","Jan 26, 2011","Jan 26, 2011","Stress/Overexertion","Heart Attack","Training","Other","No","Educational"," 2011"
"1557","James","Walters, Sr.",57,"Assistant Chief","Volunteer","Jan 29, 2011","Jan 29, 2011","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2011"
"1558","Antonio","Jones",44,"Firefighter","Career","Jan 29, 2011","Jan 29, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Street/Road"," 2011"
"1559","Steven","Auch",56,"Battalion Chief","Career","Feb 1, 2011","Feb 1, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential","2011"
"1560","Daniel","Dare",52,"Firefighter","Volunteer","Feb 1, 2011","Feb 2, 2011","Stress/Overexertion","Heart Attack","Return","Personal Vehicle Driver/Passenger","Yes","Street/Road","2011"
"1561","Richard","Barbour",55,"Fire Chief","Volunteer","Jan 29, 2011","Feb 4, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Outdoor Property","2011"
"1562","Derek","Kozorosky",NA,"Airman First Class","Career","Feb 11, 2011","Feb 11, 2011","Vehicle Collision","Trauma","Training","Unknown","No","Store/Office"," 2011"
"1563","Joshua","Wilkes",26,"Firefighter","Volunteer","Feb 13, 2011","Feb 13, 2011","Stress/Overexertion","Heart Attack","Return","Other","Yes","Store/Office"," 2011"
"1564","Donald","Lam, Jr.",58,"Forest Ranger Technician III","Career","Sep 7, 2010","Feb 17, 2011","Impact","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2011"
"1565","Thomas","Regan",82,"Fire Chief","Volunteer","Jan 26, 2011","Feb 17, 2011","Fall","Trauma","Response","Other","Yes","Outdoor Property"," 2011"
"1566","Larry","Gressett, Sr.",33,"Firefighter","Volunteer","Feb 17, 2011","Feb 17, 2011","Trapped","Suffocation","On-Scene Emergency","Search and Rescue","Yes","Outdoor Property"," 2011"
"1567","Glenn","Allen",61,"Firefighter/Paramedic","Career","Feb 16, 2011","Feb 18, 2011","Trapped","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2011"
"1568","Christopher","Stock",49,"Fire Chief","Volunteer","Feb 24, 2011","Feb 24, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1569","Paul","Cash",39,"Captain","Wildland Full-Time","Feb 11, 2011","Feb 26, 2011","Exposure","Other","On-Duty","Not on Scene","No","Store/Office"," 2011"
"1570","James","Von Roden",49,"Captain","Volunteer","Mar 12, 2011","Mar 12, 2011","Stress/Overexertion","Heart Attack","Response","Other","Yes","Outdoor Property"," 2011"
"1571","David","Hunsinger, Jr.",24,"Firefighter","Volunteer","Apr 7, 2011","Apr 7, 2011","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road","2011"
"1572","Randy","Boley",51,"Captain","Volunteer","Apr 11, 2011","Apr 12, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1573","Gregory","Simmons",50,"Firefighter","Volunteer","Apr 15, 2011","Apr 15, 2011","Impact","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2011"
"1574","Jacob","Carter",18,"Firefighter","Volunteer","Apr 17, 2011","Apr 17, 2011","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2011"
"1575","Robert","Watts",51,"Firefighter","Volunteer","Apr 18, 2011","Apr 18, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Institutional"," 2011"
"1576","Elias","Jaquez",49,"Firefighter","Volunteer","Apr 9, 2011","Apr 20, 2011","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2011"
"1577","Gregory","Harris",NA,"Firefigher","Career","Apr 13, 2011","Apr 22, 2011","Other","Other","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2011"
"1578","Michael","Webb",46,"Captain","Volunteer","Apr 26, 2011","Apr 27, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Outdoor Property"," 2011"
"1579","Charles","Foster",59,"Firefighter","Volunteer","Apr 25, 2011","Apr 29, 2011","Stress/Overexertion","Heart Attack","On-Scene Emergency","Support","Yes","Street/Road"," 2011"
"1580","Michael","Esposito",43,"Ex-Captain","Volunteer","May 18, 2011","May 18, 2011","Stress/Overexertion","Heart Attack","Response","Other","Yes","Residential"," 2011"
"1581","Thomas","Lange",60,"Firefighter","Career","Feb 5, 1978","May 20, 2011","Exposure","Other","On-Scene Emergency","EMS/Patient Care","Yes","Residential"," 2011"
"1582","David","Howell",NA,"Firefighter","Volunteer","May 22, 2011","May 22, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2011"
"1583","Chip","Imker",35,"Firefighter","Volunteer","May 23, 2011","May 23, 2011","Fall","Trauma","Training","Other","No","Store/Office"," 2011"
"1584","Robert","Tieche",NA,"Fire Chief","Career","May 28, 2011","May 28, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2011"
"1585","Thomas","Shields",42,"Second Assistant Fire Chief","Volunteer","May 31, 2011","May 31, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1586","Vincent","Perez",48,"Lieutenant","Career","Jun 2, 2011","Jun 2, 2011","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2011"
"1587","Anthony","Valerio",53,"Firefighter/Paramedic","Career","Jun 2, 2011","Jun 4, 2011","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2011"
"1588","Ronald","Ruprecht",51,"Lieutenant","Volunteer","Jun 10, 2011","Jun 11, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1589","Garet","Rasmussen",38,"Acting Battalion Chief","Career","Jun 12, 2011","Jun 12, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Street/Road"," 2011"
"1590","Scott","Davis",40,"Firefighter","Career","Jun 15, 2011","Jun 15, 2011","Trapped","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office"," 2011"
"1591","Corey","Shaw",22,"Firefighter","Paid-on-Call","Jun 17, 2011","Jun 17, 2011","Collapse","Trauma","On-Scene Fire","Other","Yes","Store/Office"," 2011"
"1592","Robin","West",55,"Assistant Chief","Volunteer","Jun 18, 2011","Jun 19, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1593","Joshua","Burch",31,"Forest Ranger","Career","Jun 20, 2011","Jun 20, 2011","Trapped","Burns","On-Scene Fire","Other","Yes","Outdoor Property"," 2011"
"1594","Brett","Fulton",52,"Forest Ranger","Career","Jun 20, 2011","Jun 20, 2011","Trapped","Burns","On-Scene Fire","Other","Yes","Outdoor Property"," 2011"
"1595","Chris","Pham",35,"Fire Rescue Officer","Career","Jun 23, 2011","Jun 23, 2011","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2011"
"1596","Matthew","Hadaller, III",47,"Fire Chief","Career","Jun 27, 2011","Jun 27, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1597","Harold","Gibson",53,"Firefighter III","Career","Jun 19, 1993","Jul 2, 2011","Exposure","Other","On-Scene Emergency","EMS/Patient Care","Yes","Street/Road","2011"
"1598","Caleb","Hamm",23,"Firefighter","Wildland Part-Time","Jul 7, 2011","Jul 7, 2011","Stress/Overexertion","Heat Exhaustion","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2011"
"1599","Charles","Sparks",49,"Firefighter","Volunteer","Jun 30, 2011","Jul 8, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Salvage and Overhaul","Yes","Residential","2011"
"1600","John","Lackovic, Jr.",60,"Fire Police Lieutenant","Volunteer","Jul 11, 2011","Jul 11, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Street/Road"," 2011"
"1601","Travis","Miller",31,"Firefighter","Volunteer","Jul 19, 2011","Jul 20, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1602","Deon","Classay",42,"Firefighter","Wildland Full-Time","Jul 23, 2011","Jul 24, 2011","Other","Other","On-Scene Fire","Other","Yes","Outdoor Property"," 2011"
"1603","Gaston","Gagne",46,"Firefighter","Career","Jul 25, 2011","Jul 25, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1604","Jeffrey","Bowen",37,"Captain","Career","Jul 28, 2011","Jul 28, 2011","Smoke","Suffocation","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2011"
"1605","Kyle","King",53,"Captain","Career","Jul 29, 2011","Jul 29, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2011"
"1606","Timothy","Oliveira",53,"Lieutenant","Career","Jul 29, 2011","Jul 31, 2011","Impact","Trauma","On-Duty","In-Station Duties","No","Store/Office"," 2011"
"1607","Jeffery","Cocke",59,"Firefighter","Volunteer","Aug 1, 2011","Aug 4, 2011","Stress/Overexertion","Other","On-Duty","Other","No","Residential","2011"
"1608","Timothy","White",50,"Firefighter/EMT","Volunteer","Jul 17, 2011","Aug 5, 2011","Stress/Overexertion","Heart Attack","Training","Search and Rescue","No","N/A","2011"
"1609","Trampus","Haskvitz",23,"Firefighter","Wildland Part-Time","Aug 11, 2011","Aug 11, 2011","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Vacant Property"," 2011"
"1610","Larry","Nelson",61,"Lieutenant","Volunteer","Aug 12, 2011","Aug 12, 2011","Fall","Trauma","On-Duty","Other","No","Store/Office"," 2011"
"1611","Todd","Krodle",41,"Lieutenant","Career","Aug 14, 2011","Aug 14, 2011","Collapse","Suffocation","On-Scene Fire","Ventilation","Yes","Residential"," 2011"
"1612","Dennis","Cauthen",54,"Fire Chief","Volunteer","Aug 16, 2011","Aug 16, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2011"
"1613","Stephen","Cox",55,"Fire Marshal","Career","Aug 26, 2011","Aug 28, 2011","Stress/Overexertion","Heart Attack","Training","Fitness Activity","No",""," 2011"
"1614","Henry ","Branscum",32,"Firefighter","Volunteer","Sep 2, 2011","Sep 3, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Salvage and Overhaul","Yes","","2011"
"1615","Christopher","Peterson",22,"Firefighter","Volunteer","Sep 3, 2011","Sep 3, 2011","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Street/Road","2011"
"1616","Jacob","Waldner",20,"Firefighter","Volunteer","Sep 15, 2011","Sep 15, 2011","Fall","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office"," 2011"
"1617","William","Waldner",22,"Firefighter","Volunteer","Sep 15, 2011","Sep 15, 2011","Fall","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office"," 2011"
"1618","Michael","Collins",41,"Firefighter","Volunteer","Sep 18, 2011","Sep 18, 2011","Impact","Trauma","On-Scene Emergency","Scene Safety","Yes","Street/Road"," 2011"
"1619","George","Fisher III",57,"Captain","Volunteer","Sep 22, 2011","Sep 22, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2011"
"1620","Keith","Rankin",38,"Lieutenant","Volunteer","Sep 25, 2011","Sep 25, 2011","Stress/Overexertion","Heart Attack","Training","Incident Command","No","Educational"," 2011"
"1621","Vincent","Cruz",41,"Lieutenant","Career","Sep 29, 2011","Sep 29, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","N/A"," 2011"
"1622","Andrew","Boyt",45,"Lieutenant","Career","Oct 3, 2011","Oct 3, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Street/Road","2011"
"1623","Horace","Pendergrass",49,"Firefighter","Career","Oct 22, 2011","Oct 22, 2011","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2011"
"1624","Charolette","Adair",NA,"Firefighter/EMT","Volunteer","Oct 28, 2011","Oct 28, 2011","Impact","Trauma","On-Scene Emergency","Scene Safety","Yes","Street/Road"," 2011"
"1625","Edward","Steffy",71,"Fire Police Officer","Volunteer","Nov 10, 2011","Nov 10, 2011","Stress/Overexertion","Heart Attack","On-Duty","Scene Safety","Yes","Street/Road"," 2011"
"1626","Jonathan","Young",50,"Fire Captain","Career","Nov 16, 2011","Nov 16, 2011","Stress/Overexertion","Heart Attack","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2011"
"1627","Gregory","Baker",52,"Fire Chief","Volunteer","Nov 20, 2011","Nov 20, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Store/Office"," 2011"
"1628","Johnny","Norton",56,"Firefighter","Volunteer","Nov 21, 2011","Nov 24, 2011","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Outdoor Property"," 2011"
"1629","Scott","Osenenko",45,"Firefighter","Volunteer","Dec 3, 2011","Dec 3, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Support","Yes","Residential","2011"
"1630","Freddy ","Childress",36,"Firefighter","Volunteer","Dec 4, 2011","Dec 4, 2011","Stress/Overexertion","Heart Attack","On-Duty","Not on Scene","No","","2011"
"1631","Joseph","King",61,"Firefighter","Volunteer","Dec 4, 2011","Dec 4, 2011","Fall","Trauma","On-Scene Fire","Other","Yes","Outdoor Property","2011"
"1632","Kevin","Townes Sr.",54,"Firefighter","Career","Dec 8, 2011","Dec 8, 2011","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2011"
"1633","Jon","Davies Sr.",43,"Firefighter","Career","Dec 8, 2011","Dec 8, 2011","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Residential","2011"
"1634","James","Rice",42,"Firefighter","Career","Dec 23, 2011","Dec 23, 2011","Other","Other","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2011"
"1635","Leo","Crisanto",54,"Inmate Firefighter","Wildland Full-Time","Jan 4, 2012","Jan 4, 2012","Stress/Overexertion","Heart Attack","Training","Other","No","Outdoor Property","2012"
"1636","William","Elliott",49,"Firefighter","Career","Jan 6, 2012","Jan 6, 2012","Fall","Trauma","Training","Other","No","","2012"
"1637","Samuel","Butler",52,"Fire Chief","Volunteer","Jan 8, 2012","Jan 8, 2012","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road","2012"
"1638","David","Crenshaw",63,"Firefighter","Volunteer","Jan 9, 2012","Jan 9, 2012","Stress/Overexertion","Heart Attack","On-Scene Emergency","Pump Operations","Yes","Street/Road","2012"
"1639","Brandon","Little",19,"Firefighter","Volunteer","Jan 18, 2012","Jan 18, 2012","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Residential"," 2012"
"1640","Duane","Ibarra",50,"Firefighter III","Career","Jan 18, 2012","Jan 18, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2012"
"1641","Bruce","Turcotte",58,"Firefighter","Volunteer","Jan 19, 2012","Jan 19, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Support","Yes","Residential"," 2012"
"1642","Walter","Sumner",49,"Captain","Volunteer","Jan 21, 2012","Jan 24, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2012"
"1643","Douglas","Haase, Sr.",60,"Senior Firefighter/Engineer/Paramedic","Career","Feb 1, 2012","Feb 1, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","","2012"
"1644","David","Flint",49,"Fire Chief","Volunteer","Feb 2, 2012","Feb 2, 2012","Vehicle Collision","Trauma","On-Duty","Personal Vehicle Driver/Passenger","No","Street/Road","2012"
"1645","Zachary","Whitacre",21,"Firefighter","Volunteer","Feb 13, 2012","Feb 13, 2012","Vehicle Collision","Trauma","On-Scene Fire","Water Supply","Yes","Street/Road"," 2012"
"1646","Jeremy","Tighe",18,"Firefighter","Volunteer","Feb 22, 2012","Feb 22, 2012","Vehicle Collision","Trauma","Return","Vehicle Passenger","Yes","Street/Road"," 2012"
"1647","Charles","Waller",47,"Firefighter/Fire Marshal","Career","Feb 16, 2012","Feb 25, 2012","Stress/Overexertion","Stroke","On-Duty","In-Station Duties","No",""," 2012"
"1648","Gerald ","Wetherell",74,"Firefighter/EMT","Paid-on-Call","Feb 28, 2012","Feb 28, 2012","Stress/Overexertion","Heart Attack","Response","Vehicle Passenger","Yes","Street/Road"," 2012"
"1649","Mark","Ratledge",36,"Fire Captain","Career","Feb 29, 2012","Feb 29, 2012","Impact","Trauma","On-Scene Emergency","Other","Yes","Street/Road"," 2012"
